edge_type_id target_query source_query syn_weight delay model_template target_sections dynamics_params distance_range
100 pop_name=='Bladaff' * 0.012 2.0 Exp2Syn ['somatic'] AMPA_ExcToExc.json "[0.0, 300.0]"
