edge_type_id target_query source_query syn_weight delay distance_range dynamics_params target_sections model_template
100 pop_name=='PAGaff' * 0.012 2.0 "[0.0, 300.0]" AMPA_ExcToExc.json ['somatic'] Exp2Syn
