183.000000 0
193.700000 0
207.000000 0
251.400000 0
369.900000 0
387.100000 0
568.000000 0
598.500000 0
627.600000 0
745.100000 0
764.400000 0
781.800000 0
802.100000 0
868.000000 0
942.000000 0
967.800000 0
982.300000 0
183.000000 1
193.700000 1
207.000000 1
251.400000 1
369.900000 1
387.100000 1
568.000000 1
598.500000 1
627.600000 1
745.100000 1
764.400000 1
781.800000 1
802.100000 1
868.000000 1
942.000000 1
967.800000 1
982.300000 1
183.000000 2
193.700000 2
207.000000 2
251.400000 2
369.900000 2
387.100000 2
568.000000 2
598.500000 2
627.600000 2
745.100000 2
764.400000 2
781.800000 2
802.100000 2
868.000000 2
942.000000 2
967.800000 2
982.300000 2
183.000000 3
193.700000 3
207.000000 3
251.400000 3
369.900000 3
387.100000 3
568.000000 3
598.500000 3
627.600000 3
745.100000 3
764.400000 3
781.800000 3
802.100000 3
868.000000 3
942.000000 3
967.800000 3
982.300000 3
183.000000 4
193.700000 4
207.000000 4
251.400000 4
369.900000 4
387.100000 4
568.000000 4
598.500000 4
627.600000 4
745.100000 4
764.400000 4
781.800000 4
802.100000 4
868.000000 4
942.000000 4
967.800000 4
982.300000 4
183.000000 5
193.700000 5
207.000000 5
251.400000 5
369.900000 5
387.100000 5
568.000000 5
598.500000 5
627.600000 5
745.100000 5
764.400000 5
781.800000 5
802.100000 5
868.000000 5
942.000000 5
967.800000 5
982.300000 5
183.000000 6
193.700000 6
207.000000 6
251.400000 6
369.900000 6
387.100000 6
568.000000 6
598.500000 6
627.600000 6
745.100000 6
764.400000 6
781.800000 6
802.100000 6
868.000000 6
942.000000 6
967.800000 6
982.300000 6
183.000000 7
193.700000 7
207.000000 7
251.400000 7
369.900000 7
387.100000 7
568.000000 7
598.500000 7
627.600000 7
745.100000 7
764.400000 7
781.800000 7
802.100000 7
868.000000 7
942.000000 7
967.800000 7
982.300000 7
183.000000 8
193.700000 8
207.000000 8
251.400000 8
369.900000 8
387.100000 8
568.000000 8
598.500000 8
627.600000 8
745.100000 8
764.400000 8
781.800000 8
802.100000 8
868.000000 8
942.000000 8
967.800000 8
982.300000 8
183.000000 9
193.700000 9
207.000000 9
251.400000 9
369.900000 9
387.100000 9
